"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","rangemean","rangelci","rangerci"
"Eastern Yellow Wagtail","Motacilla tschutschensis","eaywag","Passeriformes","Motacillidae (Wagtails and Pipits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eastern Yellow Wagtail","Motacilla tschutschensis","Eastern Yellow Wagtail","Motacilla tschutschensis","Least Concern","Schedule-II","","Appendix II",NA,"Eastern Yellow Wagtail","Motacilla tschutschensis","avibase-5487B650",1,2.71,3,0.012423024,1293,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Citrine Wagtail","Motacilla citreola","citwag","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Citrine Wagtail","Motacilla citreola","Citrine Wagtail","Motacilla citreola","Least Concern","Schedule-II","","Appendix II",NA,"Citrine Wagtail","Motacilla citreola","avibase-5B0295C1",1,2.66,3,0.093971783,1294,NA,NA,"X",14,NA,0.357142857142857,0.642857142857143,7.78571428571429,1.95113379267622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22644,22550,22738
"White-browed Wagtail","Motacilla maderaspatensis","whbwag1","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Moderate Decline","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"White-browed Wagtail","Motacilla maderaspatensis","White-browed Wagtail","Motacilla maderaspatensis","Least Concern","Schedule-II","","Appendix II",NA,"White-browed Wagtail","Motacilla maderaspatensis","avibase-F75CF94C",1,3.1,1,0.895350227,1295,NA,NA,"X",37,0.027027027027027,0.28957528957529,0.567567567567568,5.97297297297297,1.15553147196969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51776,51664,51888
"White Wagtail","Motacilla alba","whiwag","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Within-India Migrant & Winter Migrant",NA,NA,NA,"White Wagtail","Motacilla alba","White Wagtail","Motacilla alba","Least Concern","Schedule-II","","Appendix II",NA,"White Wagtail","Motacilla alba","avibase-400E032C",1,3.26,7,0.051482837,1296,NA,NA,"X",40,0.05,0.325,0.6,5.9,1.16124937139449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47271,47183,47359
"Richard's Pipit","Anthus richardi","ricpip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Richard's Pipit","Anthus richardi","Richard's Pipit","Anthus richardi","Least Concern","Schedule-II","","Appendix II",NA,"Richard's Pipit","Anthus richardi","avibase-41ECD10E",1,2.54,3,0.130177732,1297,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paddyfield Pipit","Anthus rufulus","oripip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident",NA,NA,NA,"Paddyfield Pipit","Anthus rufulus","Paddyfield Pipit","Anthus rufulus","Least Concern","Schedule-II","","",NA,"Paddyfield Pipit","Anthus rufulus","avibase-57A0C80B",1,2.39,3,0.397432348,1298,NA,NA,"X",48,0.0625,0.247395833333333,0.5625,5.33333333333333,1.04122018800321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57297,57184,57410
"Long-billed Pipit","Anthus similis","lobpip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Resident & Winter Migrant",NA,NA,NA,"Long-billed Pipit","Anthus similis","Long-billed Pipit","Anthus similis","Least Concern","Schedule-II","","",NA,"Long-billed Pipit","Anthus similis","avibase-ECFF22D2",1,2.75,4,0.189759,1299,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Pipit","Anthus godlewskii","blypip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Blyth's Pipit","Anthus godlewskii","Blyth's Pipit","Anthus godlewskii","Least Concern","Schedule-II","","Appendix II",NA,"Blyth's Pipit","Anthus godlewskii","avibase-9F65782F",1,2.38,1,0.273736634,1300,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tawny Pipit","Anthus campestris","tawpip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Tawny Pipit","Anthus campestris","Tawny Pipit","Anthus campestris","Least Concern","Schedule-II","","Appendix II",NA,"Tawny Pipit","Anthus campestris","avibase-250CDA58",1,2.37,1,0.033284816,1301,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nilgiri Pipit","Anthus nilghiriensis","nilpip1","Passeriformes","Motacillidae (Wagtails and Pipits)","High","Uncertain","Strong Decline","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Grassland","Resident",NA,NA,NA,"Nilgiri Pipit","Anthus nilghiriensis","Nilgiri Pipit","Anthus nilghiriensis","Vulnerable","Schedule-I","","",NA,"Nilgiri Pipit","Anthus nilghiriensis","avibase-9E5537A4",1,2.69,1,1,1302,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Upland Pipit","Anthus sylvanus","uplpip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland & Scrub","Resident & Altitudinal Migrant",1,NA,NA,"Upland Pipit","Anthus sylvanus","Upland Pipit","Anthus sylvanus","Least Concern","Schedule-II","","",NA,"Upland Pipit","Anthus sylvanus","avibase-E097F2EC",1,2.59,1,0.126214693,1303,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meadow Pipit","Anthus pratensis","meapip1","Passeriformes","Motacillidae (Wagtails and Pipits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Uncertain",NA,1,NA,"Meadow Pipit","Anthus pratensis","Meadow Pipit","Anthus pratensis","Least Concern","Schedule-II","","Appendix II",NA,"Meadow Pipit","Anthus pratensis","avibase-14873249",NA,2.39,1,NA,1304,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosy Pipit","Anthus roseatus","rospip1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Within-India Migrant & Winter Migrant",NA,NA,NA,"Rosy Pipit","Anthus roseatus","Rosy Pipit","Anthus roseatus","Least Concern","Schedule-II","","Appendix II",NA,"Rosy Pipit","Anthus roseatus","avibase-6137BE25",1,2.42,1,0.083153404,1305,NA,NA,"X",2,NA,0.5,0.5,3.5,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4094,3986,4202
"Tree Pipit","Anthus trivialis","trepip","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant",NA,NA,NA,"Tree Pipit","Anthus trivialis","Tree Pipit","Anthus trivialis","Least Concern","Schedule-II","","Appendix II",NA,"Tree Pipit","Anthus trivialis","avibase-365F5E97",1,2.39,2,0.048370565,1306,NA,NA,"X",16,NA,0.275,0.375,6.625,2.16100555297759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12571,12571,12571
"Olive-backed Pipit","Anthus hodgsoni","olbpip","Passeriformes","Motacillidae (Wagtails and Pipits)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Within-India Migrant & Winter Migrant",NA,NA,NA,"Olive-backed Pipit","Anthus hodgsoni","Olive-backed Pipit","Anthus hodgsoni","Least Concern","Schedule-II","","Appendix II",NA,"Olive-backed Pipit","Anthus hodgsoni","avibase-25F7AF65",1,2.4,2,0.091093432,1307,NA,NA,"X",21,0.0476190476190476,0.197278911564626,0.476190476190476,6.57142857142857,1.87690525422391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29288,29159,29417
"Red-throated Pipit","Anthus cervinus","retpip","Passeriformes","Motacillidae (Wagtails and Pipits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Passage Migrant & Localized Winter Migrant",NA,NA,NA,"Red-throated Pipit","Anthus cervinus","Red-throated Pipit","Anthus cervinus","Least Concern","Schedule-II","","Appendix II",NA,"Red-throated Pipit","Anthus cervinus","avibase-319D044A",1,2.39,1,0.001398282,1308,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Water Pipit","Anthus spinoletta","watpip1","Passeriformes","Motacillidae (Wagtails and Pipits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Water Pipit","Anthus spinoletta","Water Pipit","Anthus spinoletta","Least Concern","Schedule-II","","Appendix II",NA,"Water Pipit","Anthus spinoletta","avibase-0A3FA185",1,2.39,2,0.036915187,1309,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian Pipit","Anthus japonicus","sibpip1","Passeriformes","Motacillidae (Wagtails and Pipits)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Buff-bellied Pipit","Anthus japonicus","Buff-bellied Pipit","Anthus rubescens","Least Concern","Schedule-II","","Appendix II",NA,"Siberian Pipit","Anthus japonicus","avibase-CEF9CA9D",1,2.34,1,0.00793578,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Chaffinch","Fringilla coelebs","comcha","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,NA,NA,"Common Chaffinch","Fringilla coelebs","Common Chaffinch","Fringilla coelebs","Least Concern","Schedule-II","","",NA,"Eurasian Chaffinch","Fringilla coelebs","avibase-6364E4A5",1,5.97,1,0.010435099,1311,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brambling","Fringilla montifringilla","brambl","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,NA,NA,"Brambling","Fringilla montifringilla","Brambling","Fringilla montifringilla","Least Concern","Schedule-II","","",NA,"Brambling","Fringilla montifringilla","avibase-E16B2C03",1,3.44,1,0.006244709,1312,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-and-yellow Grosbeak","Mycerobas icterioides","baygro1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","Yes","Western Himalayas","Forest","Resident",NA,NA,NA,"Black-and-yellow Grosbeak","Mycerobas icterioides","Black-and-yellow Grosbeak","Mycerobas icterioides","Least Concern","Schedule-II","","",NA,"Black-and-yellow Grosbeak","Mycerobas icterioides","avibase-91A4FA36",1,3.9,1,0.32901553,1313,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collared Grosbeak","Mycerobas affinis","colgro1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Collared Grosbeak","Mycerobas affinis","Collared Grosbeak","Mycerobas affinis","Least Concern","Schedule-II","","",NA,"Collared Grosbeak","Mycerobas affinis","avibase-F7B5C386",1,4.08,1,0.096905551,1314,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spot-winged Grosbeak","Mycerobas melanozanthos","spwgro1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Spot-winged Grosbeak","Mycerobas melanozanthos","Spot-winged Grosbeak","Mycerobas melanozanthos","Least Concern","Schedule-II","","",NA,"Spot-winged Grosbeak","Mycerobas melanozanthos","avibase-7AF5B51C",1,3.81,1,0.191677304,1315,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-winged Grosbeak","Mycerobas carnipes","whwgro1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"White-winged Grosbeak","Mycerobas carnipes","White-winged Grosbeak","Mycerobas carnipes","Least Concern","Schedule-II","","",NA,"White-winged Grosbeak","Mycerobas carnipes","avibase-E3BD8022",1,3.55,1,0.05930684,1316,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawfinch","Coccothraustes coccothraustes","hawfin","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest & Plantation","Uncertain",NA,1,NA,"Hawfinch","Coccothraustes coccothraustes","Hawfinch","Coccothraustes coccothraustes","Least Concern","Schedule-II","","",NA,"Hawfinch","Coccothraustes coccothraustes","avibase-84E1F114",NA,3.06,1,0.003097098,1317,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yellow-billed Grosbeak","Eophona migratoria","yebgro1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Uncertain",NA,1,NA,"Yellow-billed Grosbeak","Eophona migratoria","Chinese Grosbeak","Eophona migratoria","Least Concern","Recent addition","","",NA,"Chinese Grosbeak","Eophona migratoria","avibase-507C9379",NA,3.59,1,NA,1318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Common Rosefinch","Carpodacus erythrinus","comros","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",1,NA,NA,"Common Rosefinch","Carpodacus erythrinus","Common Rosefinch","Carpodacus erythrinus","Least Concern","Schedule-II","","",NA,"Common Rosefinch","Carpodacus erythrinus","avibase-3A713345",1,2.41,4,0.086614825,1319,NA,NA,"X",5,0.2,0.2,0.2,8.6,4.23105849640489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5678,5594,5762
"Scarlet Finch","Carpodacus sipahi","scafin1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Scarlet Finch","Carpodacus sipahi","Scarlet Finch","Carpodacus sipahi","Least Concern","Schedule-II","","",NA,"Scarlet Finch","Carpodacus sipahi","avibase-1884ACC6",1,3.01,1,0.245550886,1320,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Rosefinch","Carpodacus grandis","blyros1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","No","Yes","Himalayas","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Blyth's Rosefinch","Carpodacus grandis","Red-mantled Rosefinch","Carpodacus rhodochlamys","Not recognized","Schedule-II","","",NA,"Blyth's Rosefinch","Carpodacus grandis","avibase-2FF259E0",1,2.85,1,0.026108249,1321,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus","bearos1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",1,NA,NA,"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus","Beautiful Rosefinch","Carpodacus pulcherrimus","Least Concern","Schedule-II","","",NA,"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus","avibase-60DE3563",1,2.49,1,0.015480107,1322,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink-rumped Rosefinch","Carpodacus waltoni","pirros1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Pink-rumped Rosefinch","Carpodacus waltoni","Pink-rumped Rosefinch","Carpodacus waltoni","Least Concern","Schedule-II","","",NA,"Pink-rumped Rosefinch","Carpodacus waltoni","avibase-1A121D37",NA,2.69,1,NA,1323,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dark-rumped Rosefinch","Carpodacus edwardsii","darros1","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",1,NA,NA,"Dark-rumped Rosefinch","Carpodacus edwardsii","Dark-rumped Rosefinch","Carpodacus edwardsii","Least Concern","Schedule-II","","",NA,"Dark-rumped Rosefinch","Carpodacus edwardsii","avibase-9C8F0B66",1,2.68,1,0.125402254,1324,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pink-browed Rosefinch","Carpodacus rodochroa","pibros2","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","Yes","Himalayas","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Pink-browed Rosefinch","Carpodacus rodochroa","Pink-browed Rosefinch","Carpodacus rodochroa","Least Concern","Schedule-II","","",NA,"Pink-browed Rosefinch","Carpodacus rodochroa","avibase-0D592D10",1,2.36,1,0.461141411,1325,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spot-winged Rosefinch","Carpodacus rodopeplus","spwros2","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","No","Yes","Himalayas","Non-specialized","Altitudinal Migrant",NA,NA,NA,"Spot-winged Rosefinch","Carpodacus rodopeplus","Spot-winged Rosefinch","Carpodacus rodopeplus","Least Concern","Schedule-II","","",NA,"Spot-winged Rosefinch","Carpodacus rodopeplus","avibase-013420E1",1,2.59,1,0.441700059,1326,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vinaceous Rosefinch","Carpodacus vinaceus","vinros2","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Winter Migrant",NA,1,NA,"Vinaceous Rosefinch","Carpodacus vinaceus","Vinaceous Rosefinch","Carpodacus vinaceus","Least Concern","Schedule-II","","",NA,"Vinaceous Rosefinch","Carpodacus vinaceus","avibase-86EBCA5D",1,2.56,1,0.000362,1327,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
