eBird.English.Name.2022,eBird.Scientific.Name.2022,eBird.Code,Order,Family,SOIB.Concern.Status,SOIB.Long.Term.Status,SOIB.Current.Status,SOIB.Range.Status,Breeding.Activity.Period,Non.Breeding.Activity.Period,Diet.Guild,India.Endemic,Subcontinent.Endemic,Himalayas.Endemic,Endemic.Region,Habitat.Specialization,Migratory.Status.Within.India,Essential,Discard,Restricted.Islands,India.Checklist.Common.Name,India.Checklist.Scientific.Name,BLI.Common.Name,BLI.Scientific.Name,IUCN.Category,WPA.Schedule,CITES.Appendix,CMS.Appendix,Onepercent.Estimates
Zitting Cisticola,Cisticola juncidis,zitcis1,Passeriformes,Cisticolidae (Cisticolas and Allies),Low,Stable,Moderate Decline,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Resident,NA,NA,NA,Zitting Cisticola,Cisticola juncidis,Zitting Cisticola,Cisticola juncidis,Least Concern,Schedule-II,,Appendix II,
Golden-headed Cisticola,Cisticola exilis,gohcis1,Passeriformes,Cisticolidae (Cisticolas and Allies),Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Grassland,Resident,1,NA,NA,Golden-headed Cisticola,Cisticola exilis,Golden-headed Cisticola,Cisticola exilis,Least Concern,Schedule-II,,Appendix II,
Thick-billed Warbler,Arundinax aedon,thbwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Winter Migrant,NA,NA,NA,Thick-billed Warbler,Arundinax aedon,Thick-billed Warbler,Arundinax aedon,Least Concern,Schedule-II,,Appendix II,
Booted Warbler,Iduna caligata,boowar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Low,Uncertain,Uncertain,Large,24 hour,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Winter Migrant,NA,NA,NA,Booted Warbler,Iduna caligata,Booted Warbler,Iduna caligata,Least Concern,Schedule-II,,Appendix II,
Sykes's Warbler,Iduna rama,sykwar2,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,,,,24 hour,Diurnal,Invertebrate,No,No,No,None,Forest & Plantation,Winter Migrant,NA,NA,NA,Sykes's Warbler,Iduna rama,Sykes's Warbler,Iduna rama,Least Concern,Schedule-II,,Appendix II,
Black-browed Reed Warbler,Acrocephalus bistrigiceps,bbrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Black-browed Reed Warbler,Acrocephalus bistrigiceps,Black-browed Reed-warbler,Acrocephalus bistrigiceps,Least Concern,Schedule-II,,Appendix II,
Moustached Warbler,Acrocephalus melanopogon,mouwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Moustached Warbler,Acrocephalus melanopogon,Moustached Warbler,Acrocephalus melanopogon,Least Concern,Schedule-II,,Appendix II,
Sedge Warbler,Acrocephalus schoenobaenus,sedwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,None,Uncertain,NA,NA,NA,Sedge Warbler,Acrocephalus schoenobaenus,Sedge Warbler,Acrocephalus schoenobaenus,Least Concern,Schedule-II,,Appendix II,
Paddyfield Warbler,Acrocephalus agricola,padwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Low,Uncertain,Uncertain,Large,Diurnal,No information,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Paddyfield Warbler,Acrocephalus agricola,Paddyfield Warbler,Acrocephalus agricola,Least Concern,Schedule-II,,Appendix II,
Blunt-winged Warbler,Acrocephalus concinens,blwwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Blunt-winged Warbler,Acrocephalus concinens,Blunt-winged Warbler,Acrocephalus concinens,Least Concern,Schedule-II,,Appendix II,
Blyth's Reed Warbler,Acrocephalus dumetorum,blrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Low,Uncertain,Uncertain,Very Large,24 hour,Diurnal,Invertebrate,No,No,No,None,None,Winter Migrant,NA,NA,NA,Blyth's Reed Warbler,Acrocephalus dumetorum,Blyth's Reed-warbler,Acrocephalus dumetorum,Least Concern,Schedule-II,,Appendix II,
Large-billed Reed Warbler,Acrocephalus orinus,labrew1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Uncertain,NA,1,NA,Large-billed Reed Warbler,Acrocephalus orinus,Large-billed Reed-warbler,Acrocephalus orinus,Least Concern,Schedule-II,,Appendix II,
Great Reed Warbler,Acrocephalus arundinaceus,grrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Uncertain,NA,NA,NA,Great Reed Warbler,Acrocephalus arundinaceus,Great Reed-warbler,Acrocephalus arundinaceus,Least Concern,Schedule-II,,Appendix II,
Oriental Reed Warbler,Acrocephalus orientalis,orrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,24 hour,Diurnal,,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Oriental Reed Warbler,Acrocephalus orientalis,Oriental Reed-warbler,Acrocephalus orientalis,Least Concern,Schedule-II,,Appendix II,
Clamorous Reed Warbler,Acrocephalus stentoreus,clrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Low,Uncertain,Uncertain,Large,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Resident & Winter Migrant,NA,NA,NA,Clamorous Reed Warbler,Acrocephalus stentoreus,Clamorous Reed-warbler,Acrocephalus stentoreus,Least Concern,Schedule-II,,Appendix II,
Pallas's Grasshopper Warbler,Helopsaltes certhiola,pagwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,1,NA,NA,Rusty-rumped Warbler,Helopsaltes certhiola,Pallas's Grasshopper-warbler,Helopsaltes certhiola,Least Concern,Schedule-II,,Appendix II,
Lanceolated Warbler,Locustella lanceolata,lanwar,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Lanceolated Warbler,Locustella lanceolata,Lanceolated Warbler,Locustella lanceolata,Least Concern,Schedule-II,,Appendix II,
Brown Bush Warbler,Locustella luteoventris,brbwar2,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Grassland & Scrub,Summer Migrant,NA,NA,NA,Brown Bush Warbler,Locustella luteoventris,Brown Grasshopper-warbler,Locustella luteoventris,Least Concern,Schedule-II,,Appendix II,
Common Grasshopper Warbler,Locustella naevia,cogwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Grassland & Scrub,Winter Migrant,NA,1,NA,Grasshopper Warbler,Locustella naevia,Common Grasshopper-warbler,Locustella naevia,Least Concern,Schedule-II,,Appendix II,
Long-billed Bush Warbler,Locustella major,lbbwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Grassland & Scrub,Summer Migrant,1,NA,NA,Long-billed Bush Warbler,Locustella major,Long-billed Grasshopper-warbler,Locustella major,Near Threatened,Schedule-II,,Appendix II,
Chinese Bush Warbler,Locustella tacsanowskia,chbwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Uncertain,NA,1,NA,Chinese Bush Warbler,Locustella tacsanowskia,Chinese Grasshopper-warbler,Locustella tacsanowskia,Least Concern,Schedule-II,,Appendix II,
Baikal Bush Warbler,Locustella davidi,spobuw1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Baikal Bush Warbler,Locustella davidi,Baikal Grasshopper-warbler,Locustella davidi,Least Concern,Schedule-II,,Appendix II,
West Himalayan Bush Warbler,Locustella kashmirensis,spobuw2,Passeriformes,Locustellidae (Grassbirds and Allies),High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Invertebrate,No,No,Yes,Western Himalayas,Grassland & Scrub,Within-India Migrant,NA,NA,NA,West Himalayan Bush Warbler,Locustella kashmirensis,Himalayan Grasshopper-warbler,Locustella kashmirensis,Least Concern,Schedule-I,,Appendix II,
Spotted Bush Warbler,Locustella thoracica,spobuw3,Passeriformes,Locustellidae (Grassbirds and Allies),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,None,Grassland,Local Migrant & Winter Migrant,NA,NA,NA,Spotted Bush Warbler,Locustella thoracica,Spotted Grasshopper-warbler,Locustella thoracica,Least Concern,Schedule-II,,Appendix II,
Russet Bush Warbler,Locustella mandelli,rubwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Grassland & Scrub,Summer Migrant & Localized Winter Migrant,NA,NA,NA,Russet Bush Warbler,Locustella mandelli,Russet Grasshopper-warbler,Locustella mandelli,Least Concern,Schedule-II,,Appendix II,
Broad-tailed Grassbird,Schoenicola platyurus,brtgra2,Passeriformes,Locustellidae (Grassbirds and Allies),High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,Yes,Yes,No,Western Ghats,Grassland & Scrub,Resident & Local Migrant,NA,NA,NA,Broad-tailed Grassbird,Schoenicola platyurus,Broad-tailed Grassbird,Schoenicola platyurus,Vulnerable,Schedule-I,,Appendix II,
Bristled Grassbird,Schoenicola striatus,brigra2,Passeriformes,Locustellidae (Grassbirds and Allies),High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Wetland,Within-India Migrant,NA,NA,NA,Bristled Grassbird,Schoenicola striatus,Bristled Grassbird,Schoenicola striatus,Vulnerable,Schedule-I,,Appendix II,
Striated Grassbird,Cincloramphus palustris,strgra1,Passeriformes,Locustellidae (Grassbirds and Allies),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Resident,NA,NA,NA,Striated Grassbird,Megalurus palustris,Striated Grassbird,Megalurus palustris,Least Concern,Schedule-II,,Appendix II,
Scaly-breasted Cupwing,Pnoepyga albiventer,sbwbab1,Passeriformes,Pnoepygidae (Cupwings),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Scaly-breasted Wren Babbler,Pnoepyga albiventer,Scaly-breasted Cupwing,Pnoepyga albiventer,Least Concern,Schedule-II,,Appendix II,
Immaculate Cupwing,Pnoepyga immaculata,immwrb1,Passeriformes,Pnoepygidae (Cupwings),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,Yes,Himalayas,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Nepal Wren Babbler,Pnoepyga immaculata,Nepal Cupwing,Pnoepyga immaculata,Least Concern,Schedule-II,,Appendix II,
Pygmy Cupwing,Pnoepyga pusilla,pywbab1,Passeriformes,Pnoepygidae (Cupwings),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Pygmy Wren Babbler,Pnoepyga pusilla,Pygmy Cupwing,Pnoepyga pusilla,Least Concern,Schedule-II,,Appendix II,
Gray-throated Martin,Riparia chinensis,gytmar1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Resident,NA,NA,NA,Grey-throated Martin,Riparia chinensis,Asian Plain Martin,Riparia chinensis,Least Concern,Schedule-II,,,
Bank Swallow,Riparia riparia,banswa,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,NA,NA,NA,Sand Martin,Riparia riparia,Collared Sand Martin,Riparia riparia,Least Concern,Schedule-II,,,
Pale Sand Martin,Riparia diluta,pasmar1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Resident & Winter Migrant,NA,NA,NA,Pale Martin,Riparia diluta,Pale Sand Martin,Riparia diluta,Least Concern,Schedule-II,,,
Eurasian Crag-Martin,Ptyonoprogne rupestris,eurcrm1,Passeriformes,Hirundinidae (Swallows),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Alpine & Cold Desert,Summer Migrant & Winter Migrant,NA,NA,NA,Eurasian Crag Martin,Ptyonoprogne rupestris,Eurasian Crag Martin,Ptyonoprogne rupestris,Least Concern,Schedule-II,,,
Dusky Crag-Martin,Ptyonoprogne concolor,duscrm1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Strong Increase,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Resident,NA,NA,NA,Dusky Crag Martin,Ptyonoprogne concolor,Dusky Crag Martin,Ptyonoprogne concolor,Least Concern,Schedule-II,,,
Barn Swallow,Hirundo rustica,barswa,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Within-India Migrant & Winter Migrant,NA,NA,NA,Barn Swallow,Hirundo rustica,Barn Swallow,Hirundo rustica,Least Concern,Schedule-II,,,
Wire-tailed Swallow,Hirundo smithii,witswa1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Resident,NA,NA,NA,Wire-tailed Swallow,Hirundo smithii,Wire-tailed Swallow,Hirundo smithii,Least Concern,Schedule-II,,,
Hill Swallow,Hirundo domicola,pacswa3,Passeriformes,Hirundinidae (Swallows),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,No,Western Ghats & Sri Lanka,None,Resident,NA,NA,NA,Hill Swallow,Hirundo domicola,Not at species rank,Hirundo javanica domicola,Not Recognised,Schedule-II,,,
Pacific Swallow,Hirundo tahitica,pacswa1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Resident,NA,NA,1,Pacific Swallow,Hirundo tahitica,Tahiti Swallow,Hirundo tahitica,Least Concern,Schedule-II,,,
Red-rumped Swallow,Cecropis daurica,rerswa1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Resident & Winter Migrant,NA,NA,NA,Red-rumped Swallow,Cecropis daurica,Red-rumped Swallow,Cecropis daurica,Least Concern,Schedule-II,,,
Striated Swallow,Cecropis striolata,strswa2,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Resident,NA,NA,NA,Striated Swallow,Cecropis striolata,Not at species rank,Cecropis daurica striolata,Not Recognised,Schedule-II,,,
Streak-throated Swallow,Petrochelidon fluvicola,sttswa2,Passeriformes,Hirundinidae (Swallows),Low,Stable,Strong Increase,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Local Migrant,NA,NA,NA,Streak-throated Swallow,Petrochelidon fluvicola,Streak-throated Swallow,Petrochelidon fluvicola,Least Concern,Schedule-II,,,
Common House-Martin,Delichon urbicum,cohmar1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Northern House Martin,Delichon urbicum,Northern House Martin,Delichon urbicum,Least Concern,Schedule-II,,,
Asian House-Martin,Delichon dasypus,ashmar1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Winter Migrant & Localized Summer Migrant,1,NA,NA,Asian House Martin,Delichon dasypus,Asian House Martin,Delichon dasypus,Least Concern,Schedule-II,,,
Nepal House-Martin,Delichon nipalense,nephom1,Passeriformes,Hirundinidae (Swallows),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Resident & Altitudinal Migrant,NA,NA,NA,Nepal House Martin,Delichon nipalense,Nepal House Martin,Delichon nipalense,Least Concern,Schedule-II,,,
Gray-headed Bulbul,Brachypodius priocephalus,gyhbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest,Resident,NA,NA,NA,Grey-headed Bulbul,Brachypodius priocephalus,Grey-headed Bulbul,Brachypodius priocephalus,Near Threatened,Schedule-II,,,
Black-headed Bulbul,Brachypodius melanocephalos,blhbul1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Black-headed Bulbul,Brachypodius melanocephalos,Black-headed Bulbul,Brachypodius atriceps,Least Concern,Schedule-II,,,
Andaman Bulbul,Brachypodius fuscoflavescens,andbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Andaman Islands,Forest,Resident,NA,NA,1,Andaman Bulbul,Brachypodius fuscoflavescens,Andaman Bulbul,Brachypodius fuscoflavescens,Least Concern,Schedule-II,,,
Black-crested Bulbul,Rubigula flaviventris,blcbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Black-crested Bulbul,Rubigula flaviventris,Black-crested Bulbul,Rubigula flaviventris,Least Concern,Schedule-II,,,
Flame-throated Bulbul,Rubigula gularis,bkcbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest,Resident,NA,NA,NA,Flame-throated Bulbul,Rubigula gularis,Flame-throated Bulbul,Rubigula gularis,Least Concern,Schedule-II,,,
Crested Finchbill,Spizixos canifrons,crefin1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest,Resident,1,NA,NA,Crested Finchbill,Spizixos canifrons,Crested Finchbill,Spizixos canifrons,Least Concern,Schedule-II,,,
Striated Bulbul,Pycnonotus striatus,strbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Striated Bulbul,Alcurus striatus,Striated Bulbul,Alcurus striatus,Least Concern,Schedule-II,,,
Red-vented Bulbul,Pycnonotus cafer,revbul,Passeriformes,Pycnonotidae (Bulbuls),Low,Stable,Stable,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,None,None,Resident,NA,NA,NA,Red-vented Bulbul,Pycnonotus cafer,Red-vented Bulbul,Pycnonotus cafer,Least Concern,Schedule-II,,,
Red-whiskered Bulbul,Pycnonotus jocosus,rewbul,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,None,None,Resident,NA,NA,NA,Red-whiskered Bulbul,Pycnonotus jocosus,Red-whiskered Bulbul,Pycnonotus jocosus,Least Concern,Schedule-II,,,
White-eared Bulbul,Pycnonotus leucotis,whebul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Omnivore,No,No,No,None,None,Resident,NA,NA,NA,White-eared Bulbul,Pycnonotus leucotis,White-eared Bulbul,Pycnonotus leucotis,Least Concern,Schedule-II,,,
Himalayan Bulbul,Pycnonotus leucogenys,whcbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,Yes,Himalayas,None,Local Migrant,NA,NA,NA,Himalayan Bulbul,Pycnonotus leucogenys,Himalayan Bulbul,Pycnonotus leucogenys,Least Concern,Schedule-II,,,
Yellow-throated Bulbul,Pycnonotus xantholaemus,yetbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Moderate Decline,Moderate,Diurnal,Diurnal,Omnivore,Yes,Yes,No,Southern Deccan Plateau,Forest,Resident,NA,NA,NA,Yellow-throated Bulbul,Pycnonotus xantholaemus,Yellow-throated Bulbul,Pycnonotus xantholaemus,Vulnerable,Schedule-II,,,
Flavescent Bulbul,Pycnonotus flavescens,flabul1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,None,None,Resident,1,NA,NA,Flavescent Bulbul,Pycnonotus flavescens,Flavescent Bulbul,Pycnonotus flavescens,Least Concern,Schedule-II,,,
White-browed Bulbul,Pycnonotus luteolus,whbbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Forest & Plantation,Resident,NA,NA,NA,White-browed Bulbul,Pycnonotus luteolus,White-browed Bulbul,Pycnonotus luteolus,Least Concern,Schedule-II,,,
White-throated Bulbul,Alophoixus flaveolus,whtbul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest,Resident,NA,NA,NA,White-throated Bulbul,Alophoixus flaveolus,White-throated Bulbul,Alophoixus flaveolus,Least Concern,Schedule-II,,,
Gray-eyed Bulbul,Iole propinqua,gyebul1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest,Resident,NA,1,NA,Grey-eyed Bulbul,Iole propinqua,Grey-eyed Bulbul,Iole propinqua,Least Concern,Recent addition,,,
Cachar Bulbul,Iole cacharensis,cacbul1,Passeriformes,Pycnonotidae (Bulbuls),High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Omnivore,No,No,No,Northern Myanmar Lowlands,Forest,Resident,NA,NA,NA,Cachar Bulbul,Iole cacharensis,Olive Bulbul,Iole viridescens,Not Recognised,Schedule-II,,,
Yellow-browed Bulbul,Iole indica,yebbul3,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,Yes,No,Western Ghats & Sri Lanka,Forest & Plantation,Resident,NA,NA,NA,Yellow-browed Bulbul,Acritillas indica,Yellow-browed Bulbul,Acritillas indica,Least Concern,Schedule-II,,,
Black Bulbul,Hypsipetes leucocephalus,blabul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Black Bulbul,Hypsipetes leucocephalus,Black Bulbul,Hypsipetes leucocephalus,Least Concern,Schedule-II,,,
Square-tailed Bulbul,Hypsipetes ganeesa,sqtbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Western Ghats & Sri Lanka,Forest & Plantation,Local Migrant,NA,NA,NA,Square-tailed Bulbul,Hypsipetes ganeesa,Square-tailed Bulbul,Hypsipetes ganeesa,Least Concern,Schedule-II,,,
Nicobar Bulbul,Hypsipetes nicobariensis,nicbul2,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Omnivore,Yes,Yes,No,Nicobar Islands,Forest & Plantation,Resident,NA,NA,1,Nicobar Bulbul,Ixos nicobariensis,Nicobar Bulbul,Ixos nicobariensis,Near Threatened,Schedule-II,,,
Ashy Bulbul,Hemixos flavala,ashbul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Ashy Bulbul,Hemixos flavala,Ashy Bulbul,Hemixos flavala,Least Concern,Schedule-II,,,
Mountain Bulbul,Ixos mcclellandii,moubul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest,Resident,NA,NA,NA,Mountain Bulbul,Ixos mcclellandii,Mountain Bulbul,Ixos mcclellandii,Least Concern,Schedule-II,,,
