"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","rangemean","rangelci","rangerci"
"Pied Avocet","Recurvirostra avosetta","pieavo1","Charadriiformes","Recurvirostridae (Stilts and Avocets)","Moderate","Uncertain","Moderate Decline","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Pied Avocet","Recurvirostra avosetta","Pied Avocet","Recurvirostra avosetta","Least Concern","Schedule-II","","Appendix II",1000,"Pied Avocet","Recurvirostra avosetta","avibase-C73ED2F5",1,6.58,1,0.041295255,218,"","","X",12,0.5,0.291666666666667,0.25,16.5,3.23233474114113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3079,3031,3127
"Ibisbill","Ibidorhyncha struthersii","ibisbi1","Charadriiformes","Ibidorhynchidae (Ibisbill)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Local Migrant",1,NA,NA,"Ibisbill","Ibidorhyncha struthersii","Ibisbill","Ibidorhyncha struthersii","Least Concern","Schedule-I","","Appendix II",NA,"Ibisbill","Ibidorhyncha struthersii","avibase-0C1F2A47",1,5.07,1,0.054316764,219,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Oystercatcher","Haematopus ostralegus","euroys1","Charadriiformes","Haematopodidae (Oystercatchers)","Moderate","Data Deficient","Uncertain","Restricted","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Oystercatcher","Haematopus ostralegus","Eurasian Oystercatcher","Haematopus ostralegus","Near Threatened","Schedule-II","","Appendix II",NA,"Eurasian Oystercatcher","Haematopus ostralegus","avibase-ED663165",1,13.19,2,0.027169772,220,"","","X",5,0.4,0.233333333333333,0.2,10.2,6.71568194601263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,1894,2056
"Black-bellied Plover","Pluvialis squatarola","bkbplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Grey Plover","Pluvialis squatarola","Grey Plover","Pluvialis squatarola","Vulnerable","Schedule-II","","Appendix II",300,"Grey Plover","Pluvialis squatarola","avibase-27903EF7",1,7.63,1,0.022067535,221,"","","X",26,0.269230769230769,0.389423076923077,0.384615384615385,12.6538461538462,2.88663038545785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10693,10584,10802
"European Golden-Plover","Pluvialis apricaria","eugplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,1,NA,"Eurasian Golden-Plover","Pluvialis apricaria","Eurasian Golden Plover","Pluvialis apricaria","Least Concern","Schedule-II","","Appendix II",NA,"European Golden Plover","Pluvialis apricaria","avibase-25A20BA6",NA,3.99,1,NA,222,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Golden-Plover","Pluvialis dominica","amgplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"American Golden-Plover","Pluvialis dominica","American Golden Plover","Pluvialis dominica","Least Concern","Schedule-II","","Appendix II",NA,"American Golden Plover","Pluvialis dominica","avibase-2143A852",NA,5.43,1,NA,223,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Golden-Plover","Pluvialis fulva","pagplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","High","Strong Decline","Strong Decline","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Pacific Golden-Plover","Pluvialis fulva","Pacific Golden Plover","Pluvialis fulva","Least Concern","Schedule-I","","Appendix II",NA,"Pacific Golden Plover","Pluvialis fulva","avibase-07C11CF3",1,4.61,1,0.061888194,224,"","X","X",56,0.267857142857143,0.323660714285714,0.428571428571429,15.7142857142857,1.70087036543059,NA,NA,NA,-4.60865982463825,-0.705964074787154,3.19673167506394,47.3885414422023,67.9145011802664,97.4718664453753,44.915752657536,67.9366471002742,102.814873997554,42.5238797673553,67.9561346423146,108.606914594637,40.2195975451806,67.9389967421474,114.770836576865,38.0249562871627,67.9090684481167,121.475890624085,35.9488018036463,67.8630056670046,128.534943717679,33.8957810501783,67.8076977710876,135.894378434152,31.9915697255921,67.640134109294,144.170779892574,30357,30233,30481
"Common Ringed Plover","Charadrius hiaticula","corplo","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Common Ringed Plover","Charadrius hiaticula","Common Ringed Plover","Charadrius hiaticula","Least Concern","Schedule-II","","Appendix II",NA,"Common Ringed Plover","Charadrius hiaticula","avibase-EDA37B7C",1,4.72,1,0.004364056,225,"","","",3,0.333333333333333,0.5,NA,16,5.1856725696866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Ringed Plover","Thinornis dubius","lirplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Moderate Decline","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Winter Migrant",NA,NA,NA,"Little Ringed Plover","Thinornis dubius","Little Ringed Plover","Charadrius dubius","Least Concern","Schedule-II","","Appendix II",1000,"Little Ringed Plover","Thinornis dubius","avibase-35EC3BBF",1,4.92,2,0.063351861,226,"","X","X",180,0.116666666666667,0.46875,0.638888888888889,15.9666666666667,0.840839927682494,NA,NA,NA,-6.50813213610506,-4.6243867354775,-2.74064133484994,35.7294376783832,41.2064237100948,47.6174897896721,32.6389094108053,38.4821517312634,45.3381685619597,29.808084762128,35.8794796304814,43.2156950289033,27.2072818530229,33.4669721837836,41.1967010058439,24.8237832643669,31.2116621262656,39.2838612792745,22.6566363314781,29.1177345962147,37.4542521332156,20.6776719237226,27.1555864779441,35.7305911019831,18.8580691266348,25.3315954390803,34.0908961638256,106264,106209,106319
"Long-billed Plover","Thinornis placidus","lobplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",1,NA,NA,"Long-billed Plover","Thinornis placidus","Long-billed Plover","Charadrius placidus","Least Concern","Schedule-II","","Appendix II",NA,"Long-billed Plover","Thinornis placidus","avibase-8294655E",1,4.03,1,0.029745907,227,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Lapwing","Vanellus vanellus","norlap","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Northern Lapwing","Vanellus vanellus","Northern Lapwing","Vanellus vanellus","Near Threatened","Schedule-II","","Appendix II",250,"Northern Lapwing","Vanellus vanellus","avibase-F029489A",1,6,1,0.01659939,228,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"River Lapwing","Vanellus duvaucelii","rivlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Local Migrant",NA,NA,NA,"River Lapwing","Vanellus duvaucelii","River Lapwing","Vanellus duvaucelii","Near Threatened","Schedule-II","","",250,"River Lapwing","Vanellus duvaucelii","avibase-DDE5A01E",1,4.5,1,0.437080243,229,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yellow-wattled Lapwing","Vanellus malabaricus","yewlap2","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Moderate Decline","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Yellow-wattled Lapwing","Vanellus malabaricus","Yellow-wattled Lapwing","Vanellus malabaricus","Least Concern","Schedule-II","","Appendix II",70,"Yellow-wattled Lapwing","Vanellus malabaricus","avibase-0BEDE250",1,4.47,1,0.930080795,230,"","X","X",176,0.0795454545454545,0.406960227272727,0.630681818181818,16.4318181818182,0.842375291797786,NA,NA,NA,-2.35134457383467,-0.249590819129762,1.85216293557514,75.8869282093451,87.3962318011129,100.669320165808,74.1282842340441,87.0733827624656,102.522343054709,72.38527807588,86.8133833404964,104.504080595306,70.686805548614,86.6273230724813,106.477696546863,68.9737290306791,86.4236756092925,108.311008323098,67.2948833618483,86.1610550998798,110.301830533414,65.6465350249584,86.0451071982217,112.507035633094,64.0648743639383,85.8259100245471,114.800207343392,116304,116251,116357
"Gray-headed Lapwing","Vanellus cinereus","gyhlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Grey-headed Lapwing","Vanellus cinereus","Grey-headed Lapwing","Vanellus cinereus","Least Concern","Schedule-II","","Appendix II",NA,"Grey-headed Lapwing","Vanellus cinereus","avibase-8F8F0CF0",1,5.27,1,0.073796882,231,"","","X",33,NA,0.333333333333333,0.393939393939394,17.6060606060606,1.88417853240215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17003,16928,17078
"Red-wattled Lapwing","Vanellus indicus","rewlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Low","Stable","Moderate Decline","Very Large","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Red-wattled Lapwing","Vanellus indicus","Red-wattled Lapwing","Vanellus indicus","Least Concern","Schedule-II","","Appendix II",500,"Red-wattled Lapwing","Vanellus indicus","avibase-4A30C572",1,4.85,2,0.391100945,232,"X","X","X",249,0.112449799196787,0.722389558232932,0.883534136546185,14.7630522088353,0.77243680268554,208.436877305289,239.39996335666,279.178821209398,0.51803236462381,2.77168904398313,5.02534572334245,113.836521815293,121.042736525566,128.726455259407,114.268796459263,122.595144065731,131.532121781023,114.669367599973,124.145349987545,134.422328238076,115.058516069507,125.710704883947,137.379076708329,115.414549797738,127.277133438131,140.421934581048,115.756815632323,128.856467791649,143.557827248055,116.039236889845,130.493658402908,146.769971796986,116.383812995178,132.149547284395,150.058033234542,145289,145287,145291
"Sociable Lapwing","Vanellus gregarius","soclap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",1,NA,NA,"Sociable Lapwing","Vanellus gregarius","Sociable Lapwing","Vanellus gregarius","Critically Endangered","Schedule-I","","Appendix I",NA,"Sociable Lapwing","Vanellus gregarius","avibase-D348C2D6",1,5.21,1,0.123790697,233,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-tailed Lapwing","Vanellus leucurus","whtlap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Uncertain","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"White-tailed Lapwing","Vanellus leucurus","White-tailed Lapwing","Vanellus leucurus","Least Concern","Schedule-II","","Appendix II",NA,"White-tailed Lapwing","Vanellus leucurus","avibase-A480FDDF",1,4.52,1,0.11146647,234,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caspian Plover","Anarhynchus asiaticus","casplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Caspian Plover","Anarhynchus asiaticus","Caspian Plover","Charadrius asiaticus","Least Concern","Schedule-II","","Appendix II",NA,"Caspian Plover","Anarhynchus asiaticus","avibase-264D0351",1,5.03,1,NA,235,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oriental Plover","Anarhynchus veredus","oriplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Open Habitat","Uncertain",NA,1,NA,"Oriental Plover","Anarhynchus veredus","Oriental Plover","Charadrius veredus","Least Concern","Schedule-II","","Appendix II",NA,"Oriental Plover","Anarhynchus veredus","avibase-02091964",NA,4.75,1,NA,236,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tibetan Sand-Plover","Anarhynchus atrifrons","lessap1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Tibetan Sand-Plover","Anarhynchus atrifrons","Tibetan Sandplover","Charadrius atrifrons","Least Concern","Schedule-II","","Appendix II",NA,"Tibetan Sand Plover","Anarhynchus atrifrons","avibase-828D3D5A",1,4.27,3,0.151590812,237,"","X","X",50,0.22,0.365,0.36,15.16,2.02713812060254,NA,NA,NA,-5.17310398753807,0.150406130850365,5.4739162492388,38.3835469167745,62.3721036428511,101.850092287294,35.823297971908,62.582875480057,109.67442843707,33.4104791601649,62.8503513392619,118.183120211732,31.1322484121552,63.1091240612499,127.530790362561,28.9859583203944,63.2681243986713,137.919595557647,26.9762804796543,63.4553964115084,149.230798741888,25.0888176528779,63.5892797877944,161.569009839933,23.3193588356559,63.7880106423865,174.71067518251,11133,11133,11133
"Greater Sand-Plover","Anarhynchus leschenaultii","grsplo","Charadriiformes","Charadriidae (Plovers and Lapwings)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Greater Sand-Plover","Anarhynchus leschenaultii","Greater Sandplover","Charadrius leschenaultii","Least Concern","Schedule-II","","Appendix II",NA,"Greater Sand Plover","Anarhynchus leschenaultii","avibase-98B9C10B",1,5.48,2,0.033977144,238,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kentish Plover","Anarhynchus alexandrinus","kenplo1","Charadriiformes","Charadriidae (Plovers and Lapwings)","Moderate","Strong Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident & Winter Migrant",1,NA,NA,"Kentish Plover","Anarhynchus alexandrinus","Kentish Plover","Charadrius alexandrinus","Least Concern","Schedule-II","","Appendix II",NA,"Kentish Plover","Anarhynchus alexandrinus","avibase-AA4385A2",1,4.2,2,0.0747202,239,"","X","X",92,0.152173913043478,0.326086956521739,0.445652173913043,15.554347826087,1.31224528331519,NA,NA,NA,-4.69044716381126,-1.18836654936037,2.31371406509052,47.3070061574757,63.136421813731,84.2883034609861,44.6355362891522,62.1053693302011,86.6222625758701,42.0921522250065,61.0703273038554,89.064340334974,39.6705589830149,60.1716322350534,91.6103962742291,37.352634415595,59.2717738665907,94.2138674809737,35.1399251850262,58.2658706564819,96.9322960315579,33.0186289242724,57.4214234751627,99.7368605308986,31.0426529355048,56.4850562583855,102.755992211786,39141,39034,39248
"White-faced Plover","Anarhynchus dealbatus","whfplo2","Charadriiformes","Charadriidae (Plovers and Lapwings)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Uncertain",NA,1,NA,"White-faced Plover","Anarhynchus dealbatus","White-faced Plover","Charadrius dealbatus","Least Concern","Recent addition","","Appendix II",300,"White-faced Plover","Anarhynchus dealbatus","avibase-5E8E69CA",NA,3.98,1,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Painted-Snipe","Rostratula benghalensis","grpsni1","Charadriiformes","Rostratulidae (Painted-Snipes)","Moderate","Moderate Decline","Uncertain","Large","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Greater Painted-Snipe","Rostratula benghalensis","Greater Painted-snipe","Rostratula benghalensis","Least Concern","Schedule-II","","",NA,"Greater Painted-snipe","Rostratula benghalensis","avibase-7516E687",1,3.92,1,0.0865183,241,"","","X",103,0.0388349514563107,0.294902912621359,0.533980582524272,17.8155339805825,0.993156545082303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60367,60367,60367
"Pheasant-tailed Jacana","Hydrophasianus chirurgus","phtjac1","Charadriiformes","Jacanidae (Jacanas)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Pheasant-tailed Jacana","Hydrophasianus chirurgus","Pheasant-tailed Jacana","Hydrophasianus chirurgus","Least Concern","Schedule-II","","",1200,"Pheasant-tailed Jacana","Hydrophasianus chirurgus","avibase-6F672FA3",1,3.91,1,0.345346969,242,"","X","X",144,0.0486111111111111,0.485243055555556,0.743055555555556,16.7291666666667,0.88057719457748,NA,NA,NA,-4.5383725141912,-2.85919818423941,-1.18002385428761,57.3976663560136,64.9066410636648,73.2415030485687,54.4532482558835,62.6340067359365,71.9620939319892,51.6342504776244,60.4681591814446,70.7777475437055,48.9488996393177,58.4050520731636,69.6552792270222,46.314340965122,56.3374871416177,68.4163475889444,43.8760207296096,54.4005884784836,67.240112179451,41.5631248058943,52.5192323910624,66.146742484766,39.3568473906446,50.6904686684766,65.0978470239272,105159,105102,105216
"Bronze-winged Jacana","Metopidius indicus","brwjac1","Charadriiformes","Jacanidae (Jacanas)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",NA,NA,NA,"Bronze-winged Jacana","Metopidius indicus","Bronze-winged Jacana","Metopidius indicus","Least Concern","Schedule-II","","",710,"Bronze-winged Jacana","Metopidius indicus","avibase-CE89BE6D",1,4.57,1,0.579144187,243,"","","X",59,0.0338983050847458,0.478813559322034,0.728813559322034,17.4067796610169,1.57448648926584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59614,59598,59630
"Eurasian Whimbrel","Numenius phaeopus","whimbr5","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Whimbrel","Numenius phaeopus","Whimbrel","Numenius phaeopus","Least Concern","Schedule-II","","Appendix II",1000,"Eurasian Whimbrel","Numenius phaeopus","avibase-082F3A63",1,8.4,4,0.025975651,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16442,16364,16520
"Eurasian Curlew","Numenius arquata","eurcur","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Moderate","Strong Decline","Uncertain","Moderate","24 hour","24 hour","Omnivore","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Eurasian Curlew","Numenius arquata","Eurasian Curlew","Numenius arquata","Near Threatened","Schedule-II","","Appendix II",1000,"Eurasian Curlew","Numenius arquata","avibase-3BB5CBA6",1,9.86,3,0.034123898,245,"","","X",42,0.238095238095238,0.407738095238095,0.523809523809524,13.0952380952381,1.99028099226825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11923,11875,11971
"Bar-tailed Godwit","Limosa lapponica","batgod","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Moderate","Data Deficient","Uncertain","Moderate","24 hour","24 hour","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Bar-tailed Godwit","Limosa lapponica","Bar-tailed Godwit","Limosa lapponica","Near Threatened","Schedule-II","","Appendix II",NA,"Bar-tailed Godwit","Limosa lapponica","avibase-9A684C99",1,8,3,0.031428673,246,"","","X",11,0.545454545454545,0.181818181818182,0.181818181818182,12.4545454545455,4.19011508944682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4612,4493,4731
"Black-tailed Godwit","Limosa limosa","bktgod","Charadriiformes","Scolopacidae (Sandpipers and Allies)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Black-tailed Godwit","Limosa limosa","Black-tailed Godwit","Limosa limosa","Near Threatened","Schedule-II","","Appendix II",NA,"Black-tailed Godwit","Limosa limosa","avibase-454B5CD5",1,6.28,2,0.054581142,247,"","X","X",68,0.147058823529412,0.349264705882353,0.338235294117647,16.4264705882353,1.44916897010661,NA,NA,NA,-7.38391766311889,-4.52191008613557,-1.65990250915226,28.2899997329773,37.3587212033612,49.3108942359304,25.244291658151,34.6857295045372,47.7422141038993,22.4982473772303,32.2203209384051,46.2016077330194,20.0345608038663,29.9636640032195,44.7540565555803,17.8359001710342,27.8619225780703,43.4055412396068,15.8751640142482,25.8855723022376,42.1057647168147,14.1368531757436,24.0530244499408,40.8662336325311,12.5700609234778,22.3599362738822,39.6945252055417,31084,30993,31175
